product_id,product_name,category,subcategory,brand,base_price,cost_price,stock_quantity,rating,num_reviews,is_active,added_date
225,Tommy Hilfiger Men Clothing Model-777,Fashion,Men Clothing,Tommy Hilfiger,4833.25,2030.6,2743,3,524,TRUE,1/20/2020
226,Zara Men Clothing Model-180,Fashion,Men Clothing,Zara,2517.56,1359.46,4938,2.6,1712,FALSE,10/3/2023
227,Tommy Hilfiger Men Clothing Model-501,Fashion,Men Clothing,Tommy Hilfiger,1972.29,1174.06,2488,3.7,4154,TRUE,4/16/2026
228,H&M Men Clothing Model-969,Fashion,Men Clothing,H&M,800.24,398.45,4222,3.2,83,TRUE,4/3/2021
229,Calvin Klein Men Clothing Model-834,Fashion,Men Clothing,Calvin Klein,3059.44,1382.59,4925,3.2,252,TRUE,7/2/2024
230,Louis Vuitton Men Clothing Model-748,Fashion,Men Clothing,Louis Vuitton,1101.35,668.02,881,4.2,1272,TRUE,11/5/2022
231,Zara Men Clothing Model-558,Fashion,Men Clothing,Zara,4228.67,2900.26,2703,3.5,803,TRUE,7/14/2019
232,H&M Men Clothing Model-512,Fashion,Men Clothing,H&M,282.03,155.23,4550,2.7,549,TRUE,6/19/2023
233,Louis Vuitton Men Clothing Model-969,Fashion,Men Clothing,Louis Vuitton,767.3,503.57,2392,4.5,4944,TRUE,8/12/2024
234,Louis Vuitton Men Clothing Model-840,Fashion,Men Clothing,Louis Vuitton,808.27,468.65,4139,3.1,4118,TRUE,1/17/2019
235,Adidas Men Clothing Model-383,Fashion,Men Clothing,Adidas,1646.75,948.74,3618,3.7,2197,TRUE,10/4/2021
236,Tommy Hilfiger Men Clothing Model-518,Fashion,Men Clothing,Tommy Hilfiger,3632.15,2386.82,3608,3.5,2837,TRUE,9/12/2024
237,Zara Men Clothing Model-820,Fashion,Men Clothing,Zara,4794.45,3279.42,3168,2.8,4648,TRUE,5/13/2026
238,Gucci Men Clothing Model-677,Fashion,Men Clothing,Gucci,3545.09,2126.78,194,4.7,1073,TRUE,4/20/2025
239,Gucci Men Clothing Model-403,Fashion,Men Clothing,Gucci,2906.2,1327.88,2097,4.4,2620,FALSE,5/21/2024
240,Tommy Hilfiger Men Clothing Model-178,Fashion,Men Clothing,Tommy Hilfiger,4318.57,2662.61,1947,4.8,4391,FALSE,11/6/2022
241,Louis Vuitton Men Clothing Model-854,Fashion,Men Clothing,Louis Vuitton,92.11,63.28,278,4.3,4772,TRUE,2/14/2023
242,Louis Vuitton Men Clothing Model-862,Fashion,Men Clothing,Louis Vuitton,3604.11,1921.28,1536,2.9,1706,TRUE,8/18/2025
243,H&M Men Clothing Model-115,Fashion,Men Clothing,H&M,1924.28,1302.94,4744,4.5,712,TRUE,2/22/2026
244,Calvin Klein Men Clothing Model-492,Fashion,Men Clothing,Calvin Klein,163.15,70.45,2680,4.2,3356,TRUE,12/15/2024
245,Calvin Klein Men Clothing Model-548,Fashion,Men Clothing,Calvin Klein,2679.19,1180.84,1145,2.6,1830,TRUE,3/5/2025
246,Adidas Men Clothing Model-261,Fashion,Men Clothing,Adidas,4718.08,1903.38,4733,4,3244,FALSE,10/22/2023
247,H&M Men Clothing Model-117,Fashion,Men Clothing,H&M,2219.95,1020.74,3635,3.1,2049,TRUE,3/18/2023
248,Louis Vuitton Men Clothing Model-100,Fashion,Men Clothing,Louis Vuitton,2108.43,1134.34,824,3.9,20,TRUE,7/20/2023
249,Louis Vuitton Men Clothing Model-393,Fashion,Men Clothing,Louis Vuitton,2457.01,1601.23,1587,4,4006,FALSE,5/20/2019
250,Gucci Women Clothing Model-561,Fashion,Women Clothing,Gucci,1961.56,903.04,1998,2.7,2058,TRUE,8/15/2025
251,Louis Vuitton Women Clothing Model-535,Fashion,Women Clothing,Louis Vuitton,1360.02,908.88,4363,3.7,1974,TRUE,12/20/2022
252,Tommy Hilfiger Women Clothing Model-159,Fashion,Women Clothing,Tommy Hilfiger,2673.66,1751.12,2707,3,774,TRUE,8/12/2025
253,Zara Women Clothing Model-529,Fashion,Women Clothing,Zara,2117.88,928.34,2229,5,4164,TRUE,5/14/2019
254,Louis Vuitton Women Clothing Model-413,Fashion,Women Clothing,Louis Vuitton,2583.25,1044.25,742,4.4,3162,TRUE,7/16/2022
255,Calvin Klein Women Clothing Model-113,Fashion,Women Clothing,Calvin Klein,3845.15,1585.22,576,4.8,455,TRUE,1/21/2024
256,H&M Women Clothing Model-427,Fashion,Women Clothing,H&M,2600.07,1240.99,3612,4.8,1898,TRUE,7/25/2024
257,Gucci Women Clothing Model-511,Fashion,Women Clothing,Gucci,1227.62,768.45,1900,4.6,265,TRUE,3/4/2020
258,H&M Women Clothing Model-643,Fashion,Women Clothing,H&M,545.49,270.23,4712,3.4,554,TRUE,8/10/2020
259,Adidas Women Clothing Model-113,Fashion,Women Clothing,Adidas,1013.63,511.93,1030,4.8,4436,TRUE,5/5/2026
260,Zara Women Clothing Model-169,Fashion,Women Clothing,Zara,1798.72,775.38,4775,4.1,1608,TRUE,9/28/2025
261,Gucci Women Clothing Model-114,Fashion,Women Clothing,Gucci,4300.5,2465.68,1360,4.2,2315,TRUE,1/13/2021
262,Louis Vuitton Women Clothing Model-736,Fashion,Women Clothing,Louis Vuitton,2827.94,1661.29,4830,2.6,1869,TRUE,10/8/2021
263,Calvin Klein Women Clothing Model-579,Fashion,Women Clothing,Calvin Klein,3400.11,1757.03,3524,2.6,3172,TRUE,11/14/2024
264,Louis Vuitton Women Clothing Model-957,Fashion,Women Clothing,Louis Vuitton,4482.4,1888.48,1654,4.5,2537,TRUE,4/6/2026
265,H&M Women Clothing Model-937,Fashion,Women Clothing,H&M,2825.23,1955.44,4506,3,3777,TRUE,4/3/2022
266,H&M Women Clothing Model-202,Fashion,Women Clothing,H&M,116.52,64.46,3337,3.1,4656,TRUE,2/8/2026
267,Calvin Klein Women Clothing Model-284,Fashion,Women Clothing,Calvin Klein,3531.16,1820.13,3128,3.1,1366,TRUE,4/16/2024
268,Adidas Women Clothing Model-416,Fashion,Women Clothing,Adidas,1747.77,992.34,4513,3.3,1822,TRUE,3/7/2020
269,Adidas Women Clothing Model-621,Fashion,Women Clothing,Adidas,4065.41,2132.26,2794,3.6,3678,FALSE,1/27/2024
270,Calvin Klein Women Clothing Model-239,Fashion,Women Clothing,Calvin Klein,366.66,255.29,4576,3.9,1104,TRUE,7/21/2021
271,Nike Women Clothing Model-643,Fashion,Women Clothing,Nike,4610.12,3185.76,3636,3.3,3586,TRUE,5/18/2019
272,Louis Vuitton Women Clothing Model-870,Fashion,Women Clothing,Louis Vuitton,2522.37,1696.15,1951,4.2,105,TRUE,9/7/2023
273,Nike Women Clothing Model-600,Fashion,Women Clothing,Nike,1896.58,1060.11,907,4,1390,TRUE,9/11/2025
274,Calvin Klein Women Clothing Model-279,Fashion,Women Clothing,Calvin Klein,3315.33,1702.09,2798,4.4,3812,TRUE,2/14/2021
275,Tommy Hilfiger Women Clothing Model-961,Fashion,Women Clothing,Tommy Hilfiger,1416.2,742.46,2119,4.2,776,TRUE,7/19/2022
276,H&M Women Clothing Model-883,Fashion,Women Clothing,H&M,2268.51,1028.34,3632,4.3,2434,TRUE,8/16/2022
277,Zara Women Clothing Model-770,Fashion,Women Clothing,Zara,3604.3,2353.93,4944,3.9,397,TRUE,11/2/2024
278,Louis Vuitton Women Clothing Model-880,Fashion,Women Clothing,Louis Vuitton,4741.91,3213.35,919,3.3,3545,FALSE,10/19/2021
279,H&M Women Clothing Model-452,Fashion,Women Clothing,H&M,2721.8,1149.61,3767,3.6,3444,FALSE,6/1/2019
280,Louis Vuitton Women Clothing Model-523,Fashion,Women Clothing,Louis Vuitton,310.82,194.35,4358,2.5,4984,TRUE,8/26/2024
281,H&M Kids Clothing Model-980,Fashion,Kids Clothing,H&M,4962.52,2852.79,2123,3.6,495,TRUE,6/9/2024
282,Louis Vuitton Kids Clothing Model-538,Fashion,Kids Clothing,Louis Vuitton,2550.64,1059.75,2451,4.4,2818,FALSE,4/10/2021
283,H&M Kids Clothing Model-896,Fashion,Kids Clothing,H&M,4272.01,2401.49,1234,3.1,2945,TRUE,2/16/2022
284,Louis Vuitton Kids Clothing Model-447,Fashion,Kids Clothing,Louis Vuitton,2265.83,958.76,2762,4.3,4345,TRUE,7/7/2023
285,H&M Kids Clothing Model-107,Fashion,Kids Clothing,H&M,2681.72,1735.52,1659,4.5,2206,TRUE,3/15/2024
286,Adidas Kids Clothing Model-781,Fashion,Kids Clothing,Adidas,1893.9,1056.04,3192,4.4,4188,FALSE,7/3/2025
287,Calvin Klein Kids Clothing Model-356,Fashion,Kids Clothing,Calvin Klein,4793.33,2609.59,1473,4.9,1766,FALSE,4/11/2019
288,H&M Kids Clothing Model-452,Fashion,Kids Clothing,H&M,3425.8,2039.85,2286,3.7,3636,TRUE,8/20/2023
289,Adidas Kids Clothing Model-988,Fashion,Kids Clothing,Adidas,2858.28,1305.56,1006,4.5,1269,TRUE,5/31/2025
290,Gucci Kids Clothing Model-913,Fashion,Kids Clothing,Gucci,460.48,282.65,1439,4.8,1826,TRUE,9/21/2024
291,Nike Kids Clothing Model-882,Fashion,Kids Clothing,Nike,4336.53,3034.08,3209,3,1971,TRUE,1/24/2020
292,Louis Vuitton Kids Clothing Model-476,Fashion,Kids Clothing,Louis Vuitton,1380.13,667.24,4416,4,2607,TRUE,12/17/2019
293,Gucci Kids Clothing Model-152,Fashion,Kids Clothing,Gucci,3831.45,2556.2,2843,3.5,229,TRUE,10/11/2020
294,Zara Kids Clothing Model-295,Fashion,Kids Clothing,Zara,2161.15,1076.07,2480,4.7,74,TRUE,1/4/2024
295,Tommy Hilfiger Kids Clothing Model-202,Fashion,Kids Clothing,Tommy Hilfiger,1807.84,954.52,4126,4,3577,TRUE,1/14/2020
296,H&M Kids Clothing Model-856,Fashion,Kids Clothing,H&M,747.32,476.88,488,3.8,1414,FALSE,1/5/2025
297,Louis Vuitton Kids Clothing Model-740,Fashion,Kids Clothing,Louis Vuitton,1935.81,896.47,3590,3.5,4291,TRUE,5/13/2021
298,Nike Kids Clothing Model-971,Fashion,Kids Clothing,Nike,2887.33,1468.06,3599,2.9,4898,TRUE,6/7/2023
299,Calvin Klein Kids Clothing Model-780,Fashion,Kids Clothing,Calvin Klein,4665.21,2164.85,1714,2.7,1657,TRUE,3/9/2019
300,Gucci Kids Clothing Model-205,Fashion,Kids Clothing,Gucci,1943.35,1050.82,3228,4.9,1247,TRUE,8/23/2021
301,H&M Kids Clothing Model-514,Fashion,Kids Clothing,H&M,3507.98,1731.12,402,3.8,2326,FALSE,2/26/2022
302,Adidas Kids Clothing Model-543,Fashion,Kids Clothing,Adidas,3162.13,2030.41,1962,3.1,1823,TRUE,7/25/2021
303,Adidas Kids Clothing Model-806,Fashion,Kids Clothing,Adidas,314.7,135.13,3375,3.1,3074,FALSE,1/2/2021
304,Zara Kids Clothing Model-471,Fashion,Kids Clothing,Zara,2625.57,1709.57,2506,2.7,21,TRUE,2/2/2024
305,Tommy Hilfiger Kids Clothing Model-688,Fashion,Kids Clothing,Tommy Hilfiger,769.8,389.21,852,4.1,4189,TRUE,11/28/2024
306,Tommy Hilfiger Kids Clothing Model-491,Fashion,Kids Clothing,Tommy Hilfiger,408.2,252.81,3396,4.4,492,TRUE,5/15/2023
307,Nike Kids Clothing Model-705,Fashion,Kids Clothing,Nike,1488.01,603.05,851,3.6,2748,TRUE,9/24/2024
308,Adidas Kids Clothing Model-836,Fashion,Kids Clothing,Adidas,4545.98,2336.27,1098,4.8,2272,TRUE,4/8/2019
309,Tommy Hilfiger Kids Clothing Model-603,Fashion,Kids Clothing,Tommy Hilfiger,1950.42,1099.46,2358,3.3,3855,TRUE,8/27/2020
310,Adidas Kids Clothing Model-157,Fashion,Kids Clothing,Adidas,2158.56,1429.95,2243,2.9,1732,TRUE,11/20/2022
311,Gucci Kids Clothing Model-967,Fashion,Kids Clothing,Gucci,3715.25,2417.28,3775,2.7,554,TRUE,3/15/2024
312,Zara Kids Clothing Model-483,Fashion,Kids Clothing,Zara,3086.56,1256.83,1997,4.2,209,TRUE,3/1/2026
313,Nike Shoes Model-544,Fashion,Shoes,Nike,4204.26,2242.35,2069,3.9,1916,TRUE,5/15/2026
314,H&M Shoes Model-611,Fashion,Shoes,H&M,3883.25,2443.3,2086,3.6,2595,TRUE,11/12/2021
315,Adidas Shoes Model-918,Fashion,Shoes,Adidas,861.82,568.72,1358,3.2,4743,TRUE,10/3/2020
316,Nike Shoes Model-284,Fashion,Shoes,Nike,4105.24,2267.3,4496,2.7,1482,TRUE,9/15/2024
317,Louis Vuitton Shoes Model-965,Fashion,Shoes,Louis Vuitton,702.07,373.6,3215,3.9,984,TRUE,9/5/2023
318,Tommy Hilfiger Shoes Model-146,Fashion,Shoes,Tommy Hilfiger,839.56,550.17,467,3.7,1867,TRUE,2/14/2022
319,Adidas Shoes Model-715,Fashion,Shoes,Adidas,1166.1,569.76,443,3.1,1382,TRUE,7/7/2019
320,Zara Shoes Model-714,Fashion,Shoes,Zara,2436.86,1265.29,1244,4.5,1963,TRUE,9/2/2024
321,Gucci Shoes Model-876,Fashion,Shoes,Gucci,1485.48,1000.88,1900,3.7,3219,TRUE,11/18/2021
322,H&M Shoes Model-706,Fashion,Shoes,H&M,2984.66,1432.06,4605,4.4,4297,TRUE,2/21/2021
323,H&M Shoes Model-635,Fashion,Shoes,H&M,4926.85,2578.05,2086,4.6,2355,FALSE,5/8/2026
324,H&M Shoes Model-704,Fashion,Shoes,H&M,4149.15,2467.31,4221,3.3,166,TRUE,8/23/2019
325,Gucci Shoes Model-623,Fashion,Shoes,Gucci,4687.4,3077.19,866,3.3,227,TRUE,4/27/2020
326,Zara Shoes Model-577,Fashion,Shoes,Zara,4557.41,2490.48,858,2.6,425,FALSE,11/2/2021
327,Gucci Shoes Model-686,Fashion,Shoes,Gucci,1293.21,785.31,4653,2.8,587,FALSE,5/26/2020
328,Calvin Klein Shoes Model-974,Fashion,Shoes,Calvin Klein,4698.88,2886.41,242,3,2098,TRUE,6/4/2023
329,Gucci Shoes Model-642,Fashion,Shoes,Gucci,4577.63,2375.05,3987,4.4,3922,TRUE,2/13/2022
330,Tommy Hilfiger Shoes Model-105,Fashion,Shoes,Tommy Hilfiger,2030.26,1081.61,1795,3.5,475,TRUE,4/8/2024
331,Gucci Shoes Model-106,Fashion,Shoes,Gucci,526.65,298.87,4450,2.5,3574,TRUE,8/14/2024
332,Zara Shoes Model-978,Fashion,Shoes,Zara,1784.39,784.83,4370,4.2,4797,TRUE,1/20/2019
333,Gucci Shoes Model-352,Fashion,Shoes,Gucci,1087.57,687.47,958,3.5,1120,FALSE,10/25/2025
334,Louis Vuitton Shoes Model-551,Fashion,Shoes,Louis Vuitton,2420.92,1239.61,3527,3.5,2372,TRUE,6/7/2021
335,Adidas Shoes Model-509,Fashion,Shoes,Adidas,2142.49,1159.01,569,3.6,1224,TRUE,4/6/2026
336,Adidas Shoes Model-349,Fashion,Shoes,Adidas,1249.98,682.8,2192,2.9,4220,TRUE,11/16/2025
337,H&M Shoes Model-739,Fashion,Shoes,H&M,67.01,42.14,2931,3.1,3003,TRUE,6/15/2023
338,Nike Shoes Model-650,Fashion,Shoes,Nike,2614.37,1815.7,1541,3,4578,FALSE,8/27/2021
339,Gucci Shoes Model-130,Fashion,Shoes,Gucci,3527.03,1509.21,2080,4,4934,FALSE,6/1/2022
340,Calvin Klein Shoes Model-378,Fashion,Shoes,Calvin Klein,4891.59,3024.25,1652,4.2,3682,FALSE,6/1/2019
341,Gucci Shoes Model-730,Fashion,Shoes,Gucci,3806.65,1568.17,3416,3.6,555,TRUE,2/2/2023
342,Tommy Hilfiger Shoes Model-444,Fashion,Shoes,Tommy Hilfiger,4883.55,2795.78,3692,3.1,3153,TRUE,5/9/2019
343,H&M Shoes Model-356,Fashion,Shoes,H&M,3868.84,1572.19,3851,3,3288,TRUE,7/29/2019
344,Nike Shoes Model-212,Fashion,Shoes,Nike,1473.76,901.54,4070,4.9,2570,FALSE,1/3/2026
345,Gucci Bags Model-132,Fashion,Bags,Gucci,4453.13,2414.22,1323,4.5,4119,FALSE,2/3/2024
346,Adidas Bags Model-534,Fashion,Bags,Adidas,3390.38,2325.34,4720,4,3171,TRUE,9/4/2024
347,Calvin Klein Bags Model-520,Fashion,Bags,Calvin Klein,913.38,433.1,574,2.8,2160,TRUE,12/6/2023
348,Tommy Hilfiger Bags Model-213,Fashion,Bags,Tommy Hilfiger,2251.78,1536.31,3154,3.3,3908,TRUE,2/27/2025
349,Adidas Bags Model-247,Fashion,Bags,Adidas,2770.6,1807.28,4807,4.6,1361,FALSE,4/21/2025
350,Louis Vuitton Bags Model-268,Fashion,Bags,Louis Vuitton,4559.86,2177.23,4771,2.7,3312,TRUE,2/26/2026
351,Gucci Bags Model-812,Fashion,Bags,Gucci,508.6,256.49,4589,4.4,3013,TRUE,3/20/2024
352,H&M Bags Model-913,Fashion,Bags,H&M,317.94,153.7,3733,4.7,1664,TRUE,12/9/2024
353,Louis Vuitton Bags Model-513,Fashion,Bags,Louis Vuitton,1848.37,1277.74,178,3.7,1009,FALSE,12/23/2025
354,Gucci Bags Model-827,Fashion,Bags,Gucci,1283.79,868.6,782,3.2,2502,TRUE,1/20/2019
355,Nike Bags Model-378,Fashion,Bags,Nike,3734.27,1534.27,3641,3.4,369,TRUE,9/3/2021
356,Adidas Bags Model-532,Fashion,Bags,Adidas,264.07,130.37,330,3.6,4974,FALSE,10/12/2020
357,Tommy Hilfiger Bags Model-265,Fashion,Bags,Tommy Hilfiger,2625.03,1188.98,4602,3.8,2704,TRUE,9/22/2020
358,Calvin Klein Bags Model-860,Fashion,Bags,Calvin Klein,4620.42,2218.79,4822,4.3,4716,TRUE,3/16/2023
359,Adidas Bags Model-757,Fashion,Bags,Adidas,3986.84,2694.75,3935,4.2,3367,FALSE,1/28/2026
360,Louis Vuitton Bags Model-556,Fashion,Bags,Louis Vuitton,4959.02,3073.75,3000,3.8,3780,TRUE,6/6/2024
361,Adidas Bags Model-959,Fashion,Bags,Adidas,4552.19,2778,1536,4.9,1170,TRUE,4/6/2026
362,Nike Bags Model-809,Fashion,Bags,Nike,3982.51,2556.68,3764,2.8,2652,TRUE,7/2/2023
363,Nike Bags Model-209,Fashion,Bags,Nike,3841.57,2084.59,1838,4.3,2106,TRUE,10/8/2020
364,Louis Vuitton Bags Model-912,Fashion,Bags,Louis Vuitton,1891.33,789.94,2404,2.8,815,FALSE,6/14/2023
365,Calvin Klein Bags Model-251,Fashion,Bags,Calvin Klein,2329.59,1267.51,4,3.6,1275,FALSE,6/15/2025
366,Calvin Klein Bags Model-540,Fashion,Bags,Calvin Klein,521.9,242.11,2668,2.5,2421,TRUE,2/22/2024
367,Zara Bags Model-722,Fashion,Bags,Zara,2851.65,1924.96,2409,3,4487,TRUE,6/18/2024
368,Tommy Hilfiger Bags Model-238,Fashion,Bags,Tommy Hilfiger,2314.66,1573.68,1375,4.6,3591,TRUE,8/12/2020
369,Louis Vuitton Bags Model-173,Fashion,Bags,Louis Vuitton,1566.93,813.05,1901,3.9,2609,TRUE,9/21/2023
370,Gucci Bags Model-229,Fashion,Bags,Gucci,4430.09,2217.88,443,4.6,3145,FALSE,9/29/2024
371,Zara Bags Model-145,Fashion,Bags,Zara,4905.6,2966.01,3570,4.1,3201,TRUE,8/4/2022
372,Louis Vuitton Bags Model-932,Fashion,Bags,Louis Vuitton,173.74,79.13,529,3.1,241,FALSE,7/16/2021
373,Adidas Bags Model-258,Fashion,Bags,Adidas,4327.04,2760.17,454,4.5,3538,FALSE,12/4/2023
374,Tommy Hilfiger Bags Model-430,Fashion,Bags,Tommy Hilfiger,2035.67,989.22,34,3.3,1464,TRUE,10/4/2020
375,Adidas Bags Model-521,Fashion,Bags,Adidas,3461.11,2399.77,2273,3.1,1832,TRUE,8/12/2024
376,Tommy Hilfiger Bags Model-577,Fashion,Bags,Tommy Hilfiger,4568.3,2581.3,98,3.4,555,TRUE,10/28/2024
377,Louis Vuitton Accessories Model-291,Fashion,Accessories,Louis Vuitton,2270.89,987.21,3097,4.4,3633,FALSE,4/29/2022
378,Louis Vuitton Accessories Model-481,Fashion,Accessories,Louis Vuitton,1667.92,733.91,902,3.3,247,FALSE,2/15/2019
379,Louis Vuitton Accessories Model-609,Fashion,Accessories,Louis Vuitton,3331.31,1340.92,1281,4.1,3059,TRUE,4/21/2025
380,Tommy Hilfiger Accessories Model-916,Fashion,Accessories,Tommy Hilfiger,2662.7,1278.31,758,2.8,1564,TRUE,7/31/2025
381,Tommy Hilfiger Accessories Model-425,Fashion,Accessories,Tommy Hilfiger,3282.44,1865.72,4888,2.9,3269,TRUE,7/8/2022
382,Tommy Hilfiger Accessories Model-492,Fashion,Accessories,Tommy Hilfiger,134.53,79.97,2742,4.2,515,TRUE,12/24/2019
383,Calvin Klein Accessories Model-701,Fashion,Accessories,Calvin Klein,4003.69,2649.51,3659,4.2,2975,TRUE,7/24/2025
384,H&M Accessories Model-633,Fashion,Accessories,H&M,2378.36,1130.05,2740,3,1414,FALSE,3/21/2021
385,Gucci Accessories Model-357,Fashion,Accessories,Gucci,3828.5,2458.55,2738,3.8,162,TRUE,1/1/2026
386,Calvin Klein Accessories Model-263,Fashion,Accessories,Calvin Klein,2121.32,919.8,2202,3.5,730,FALSE,2/9/2022
387,Tommy Hilfiger Accessories Model-252,Fashion,Accessories,Tommy Hilfiger,393.96,268.5,3535,4.4,2033,TRUE,8/1/2020
388,Zara Accessories Model-909,Fashion,Accessories,Zara,4235.8,2026.88,3683,2.6,4178,TRUE,1/10/2019
389,Adidas Accessories Model-807,Fashion,Accessories,Adidas,1356.16,586.46,4774,4.3,592,TRUE,6/28/2019
390,Gucci Accessories Model-886,Fashion,Accessories,Gucci,1238.83,789.48,2474,3.9,978,TRUE,7/4/2023
391,Adidas Accessories Model-715,Fashion,Accessories,Adidas,2442.79,1160.14,116,3.8,148,TRUE,10/10/2024
392,Nike Accessories Model-770,Fashion,Accessories,Nike,1655.21,1113.5,4160,2.6,989,TRUE,3/7/2019
393,H&M Accessories Model-829,Fashion,Accessories,H&M,1090.99,711.11,2784,5,4529,TRUE,7/17/2019
394,Louis Vuitton Accessories Model-827,Fashion,Accessories,Louis Vuitton,1889.51,881.28,4245,4.3,3539,TRUE,2/12/2026
395,Zara Accessories Model-896,Fashion,Accessories,Zara,4807.54,2263.26,561,2.7,3398,TRUE,9/9/2023
396,Nike Accessories Model-751,Fashion,Accessories,Nike,4449.64,1880.09,2380,4.8,3670,FALSE,11/23/2021
397,Zara Accessories Model-252,Fashion,Accessories,Zara,2533.54,1549.76,2840,3.9,1557,FALSE,10/12/2020
398,Nike Accessories Model-928,Fashion,Accessories,Nike,2290.62,1100.05,4171,4.6,2158,TRUE,9/18/2025
399,Adidas Accessories Model-498,Fashion,Accessories,Adidas,4237.7,1700.8,4740,2.9,2004,TRUE,11/20/2019
400,Gucci Accessories Model-478,Fashion,Accessories,Gucci,3727.98,1957.85,2899,3.7,982,FALSE,5/20/2023
401,Louis Vuitton Accessories Model-981,Fashion,Accessories,Louis Vuitton,2459.93,1662.19,790,3,2338,TRUE,8/23/2019
402,Gucci Accessories Model-613,Fashion,Accessories,Gucci,1183.25,675.57,3244,3.2,822,FALSE,1/13/2022
403,Louis Vuitton Accessories Model-494,Fashion,Accessories,Louis Vuitton,206.93,91.72,4616,4.7,1556,TRUE,6/4/2020
404,H&M Accessories Model-251,Fashion,Accessories,H&M,124.6,86.97,4526,4.8,3158,TRUE,1/21/2020
405,Zara Accessories Model-322,Fashion,Accessories,Zara,2071.97,1244.95,4657,3.4,2974,FALSE,10/26/2021
406,Louis Vuitton Accessories Model-221,Fashion,Accessories,Louis Vuitton,2725,1502.01,109,4.2,4128,TRUE,6/19/2025
407,Gucci Watches Model-137,Fashion,Watches,Gucci,4423.72,2457.04,3022,3.2,2287,TRUE,3/2/2026
408,Calvin Klein Watches Model-461,Fashion,Watches,Calvin Klein,2579.64,1468.79,4177,2.8,1408,TRUE,11/11/2023
409,Tommy Hilfiger Watches Model-727,Fashion,Watches,Tommy Hilfiger,1870.72,858.37,3034,4.2,4898,FALSE,8/4/2020
410,Calvin Klein Watches Model-267,Fashion,Watches,Calvin Klein,2183.6,964.4,3394,3.8,679,TRUE,4/9/2024
411,Louis Vuitton Watches Model-360,Fashion,Watches,Louis Vuitton,1161.17,507.23,1686,4,4975,TRUE,10/21/2022
412,Calvin Klein Watches Model-940,Fashion,Watches,Calvin Klein,4176.79,2608.49,268,2.9,1099,TRUE,12/27/2019
413,Calvin Klein Watches Model-794,Fashion,Watches,Calvin Klein,2490.7,1723.43,3444,2.8,2426,TRUE,3/14/2019
414,Zara Watches Model-776,Fashion,Watches,Zara,3747.01,2351.33,2345,3.2,1828,TRUE,5/24/2021
415,Gucci Watches Model-959,Fashion,Watches,Gucci,486.46,288.35,2021,4.1,251,TRUE,2/1/2021
416,H&M Watches Model-226,Fashion,Watches,H&M,3682.42,2386.56,3532,4.6,3497,FALSE,6/5/2025
417,Nike Watches Model-532,Fashion,Watches,Nike,4443.29,2630.07,2105,3.7,1112,TRUE,2/4/2020
418,Adidas Watches Model-162,Fashion,Watches,Adidas,3312.72,1618.54,4516,3.1,2050,TRUE,4/2/2024
419,Zara Watches Model-911,Fashion,Watches,Zara,1977.46,841.37,4474,3.6,3896,TRUE,3/24/2026
420,H&M Watches Model-864,Fashion,Watches,H&M,950.06,645.78,1167,2.8,1734,TRUE,11/27/2025
421,Zara Watches Model-231,Fashion,Watches,Zara,678.32,344.6,4034,3.7,1486,FALSE,2/12/2024
422,Gucci Watches Model-790,Fashion,Watches,Gucci,1816.94,911.6,1350,5,4269,TRUE,2/3/2021
423,Adidas Watches Model-388,Fashion,Watches,Adidas,508.04,283.43,3538,5,1861,FALSE,2/15/2021
424,H&M Watches Model-505,Fashion,Watches,H&M,2916.35,1789.04,4376,3.7,4141,TRUE,12/23/2020
425,Nike Watches Model-914,Fashion,Watches,Nike,3793.02,2276.37,3785,3.3,4815,TRUE,2/18/2023
426,Gucci Watches Model-586,Fashion,Watches,Gucci,2240.9,933.99,3140,3.9,2002,TRUE,11/25/2024
427,Louis Vuitton Watches Model-760,Fashion,Watches,Louis Vuitton,1214.32,718.5,1230,5,2598,TRUE,7/27/2023
428,Adidas Watches Model-829,Fashion,Watches,Adidas,4262.35,2555.49,3884,4,2374,FALSE,12/29/2023
429,Calvin Klein Watches Model-912,Fashion,Watches,Calvin Klein,2631.44,1106.45,4665,3.8,3559,TRUE,8/24/2023
430,Adidas Watches Model-990,Fashion,Watches,Adidas,4366.81,2498.94,2380,4.5,2687,TRUE,9/22/2019
431,Adidas Watches Model-443,Fashion,Watches,Adidas,3564.59,2226.07,1416,3.1,2721,TRUE,12/24/2019
432,Gucci Watches Model-606,Fashion,Watches,Gucci,2308.53,1260.97,3461,2.8,1611,FALSE,12/17/2022
433,Gucci Watches Model-676,Fashion,Watches,Gucci,3831.29,2617.14,4042,4.2,4671,TRUE,5/14/2024
434,Zara Watches Model-913,Fashion,Watches,Zara,4052.35,1785.24,360,3.9,1010,TRUE,5/4/2019
435,Adidas Watches Model-282,Fashion,Watches,Adidas,3714.35,2048.03,3340,4.2,4883,TRUE,6/7/2023
436,Zara Watches Model-429,Fashion,Watches,Zara,1605.49,877.45,4801,3.4,2075,TRUE,5/3/2025
437,Tefal Furniture Model-747,Home & Kitchen,Furniture,Tefal,2232.07,1359.75,114,4.2,64,TRUE,12/22/2021
438,Dyson Furniture Model-627,Home & Kitchen,Furniture,Dyson,4700.95,2860.01,1502,3.2,1429,FALSE,3/10/2026
439,Bosch Furniture Model-837,Home & Kitchen,Furniture,Bosch,4384.08,2664.12,3228,3.6,1052,TRUE,10/15/2024
